Index,Case,Prompt,Success,Failure Type,Latency (s),Num Variables,Num Constraints,Prompt Length,Complexity Score,Reverse Prompt,Fidelity,Raw JSON
11,Knapsack,"Select items to maximize value under weight limit. Total capacity is 15. Items: [{'id': 'item0', 'value': 9, 'weight': 4}, {'id': 'item1', 'value': 3, 'weight': 3}, {'id': 'item2', 'value': 5, 'weight': 2}, {'id': 'item3', 'value': 7, 'weight': 5}, {'id': 'item4', 'value': 9, 'weight': 1}].",True,,4.41,5.0,1.0,291,8.91,"The optimization problem involves five variables: item0, item1, item2, item3, and item4. The goal of the problem is to maximize the expression 9*item0 + 3*item1 + 5*item2 + 7*item3 + 9*item4. 

However, there is a constraint that must be satisfied: the sum of 4 times item0, 3 times item1, 2 times item2, 5 times item3, and 1 times item4 must not exceed 15. If this constraint is violated, a penalty of 10 will be applied.",0.033660589060308554,"{""variables"": [""item0"", ""item1"", ""item2"", ""item3"", ""item4""], ""constraints"": [{""type"": ""inequality"", ""expression"": ""4*item0 + 3*item1 + 2*item2 + 5*item3 + 1*item4 <= 15"", ""penalty"": 10}], ""objective"": ""maximize: 9*item0 + 3*item1 + 5*item2 + 7*item3 + 9*item4""}"
12,Knapsack,"Select items to maximize value under weight limit. Total capacity is 15. Items: [{'id': 'item0', 'value': 8, 'weight': 4}, {'id': 'item1', 'value': 7, 'weight': 1}, {'id': 'item2', 'value': 1, 'weight': 5}, {'id': 'item3', 'value': 10, 'weight': 2}, {'id': 'item4', 'value': 2, 'weight': 5}].",False,LLM Fail,6.57,,,292,2.92,,,null
13,Knapsack,"Select items to maximize value under weight limit. Total capacity is 12. Items: [{'id': 'item0', 'value': 9, 'weight': 5}, {'id': 'item1', 'value': 4, 'weight': 2}, {'id': 'item2', 'value': 8, 'weight': 5}, {'id': 'item3', 'value': 4, 'weight': 4}, {'id': 'item4', 'value': 6, 'weight': 2}].",True,,5.06,5.0,1.0,291,8.91,"The optimization problem is to maximize the objective function 9*item0 + 4*item1 + 8*item2 + 4*item3 + 6*item4. The variables in this problem are item0, item1, item2, item3, and item4. 

There is a constraint that 5*item0 + 2*item1 + 5*item2 + 4*item3 + 2*item4 should be less than or equal to 12. If this constraint is violated, a penalty of 100 will be applied to the objective function.",0.061764705882352944,"{""variables"": [""item0"", ""item1"", ""item2"", ""item3"", ""item4""], ""constraints"": [{""type"": ""inequality"", ""expression"": ""5*item0 + 2*item1 + 5*item2 + 4*item3 + 2*item4 <= 12"", ""penalty"": 100}], ""objective"": ""maximize: 9*item0 + 4*item1 + 8*item2 + 4*item3 + 6*item4""}"
14,Knapsack,"Select items to maximize value under weight limit. Total capacity is 17. Items: [{'id': 'item0', 'value': 9, 'weight': 5}, {'id': 'item1', 'value': 5, 'weight': 2}, {'id': 'item2', 'value': 9, 'weight': 4}, {'id': 'item3', 'value': 3, 'weight': 4}, {'id': 'item4', 'value': 7, 'weight': 4}].",True,,3.91,5.0,1.0,291,8.91,"This is an optimization problem with five variables: item0, item1, item2, item3, and item4. The goal is to maximize the objective function, which is 9 times the value of item0, plus 5 times the value of item1, plus 9 times the value of item2, plus 3 times the value of item3, plus 7 times the value of item4.

There is one constraint to this problem, which is an inequality. The sum of 5 times the value of item0, 2 times the value of item1, 4 times the value of item2, 4 times the value of item3, and 4 times the value of item4 must be less than or equal to 17. If this constraint is not met, a penalty of 100 will be applied.",0.032679738562091505,"{""variables"": [""item0"", ""item1"", ""item2"", ""item3"", ""item4""], ""constraints"": [{""type"": ""inequality"", ""expression"": ""5*item0 + 2*item1 + 4*item2 + 4*item3 + 4*item4 <= 17"", ""penalty"": 100}], ""objective"": ""maximize: 9*item0 + 5*item1 + 9*item2 + 3*item3 + 7*item4""}"
15,Knapsack,"Select items to maximize value under weight limit. Total capacity is 20. Items: [{'id': 'item0', 'value': 10, 'weight': 4}, {'id': 'item1', 'value': 4, 'weight': 5}, {'id': 'item2', 'value': 10, 'weight': 1}, {'id': 'item3', 'value': 9, 'weight': 1}, {'id': 'item4', 'value': 8, 'weight': 5}].",True,,5.22,5.0,1.0,293,8.93,"The optimization problem described by this QUBO is as follows:

We have five items, labeled as item0, item1, item2, item3, and item4. Each item has a certain weight and value. The weights are 4, 5, 1, 1, and 5 for item0, item1, item2, item3, and item4 respectively. The values are 10, 4, 10, 9, and 8 for item0, item1, item2, item3, and item4 respectively.

The goal is to maximize the total value of the selected items under the constraint that the total weight of the selected items should not exceed 20. If the weight constraint is violated, a penalty of 100 is applied to the total value.

In other words, we want to find the best combination of items that gives us the highest total value without exceeding the total weight limit of 20.",0.04642166344294004,"{""variables"": [""item0"", ""item1"", ""item2"", ""item3"", ""item4""], ""constraints"": [{""type"": ""inequality"", ""expression"": ""4*item0 + 5*item1 + 1*item2 + 1*item3 + 5*item4 <= 20"", ""penalty"": 100}], ""objective"": ""maximize: 10*item0 + 4*item1 + 10*item2 + 9*item3 + 8*item4""}"
16,Knapsack,"Select items to maximize value under weight limit. Total capacity is 16. Items: [{'id': 'item0', 'value': 6, 'weight': 3}, {'id': 'item1', 'value': 4, 'weight': 4}, {'id': 'item2', 'value': 1, 'weight': 3}, {'id': 'item3', 'value': 8, 'weight': 1}, {'id': 'item4', 'value': 6, 'weight': 3}].",True,,4.59,5.0,1.0,291,8.91,"This is an optimization problem where the goal is to maximize the objective function 6*item0 + 4*item1 + 1*item2 + 8*item3 + 6*item4. The variables in this problem are item0, item1, item2, item3, and item4. 

However, there is a constraint that must be satisfied: the sum of 3 times item0, 4 times item1, 3 times item2, 1 times item3, and 3 times item4 must be less than or equal to 16. If this constraint is not met, a penalty of 10 will be applied.",0.04048582995951417,"{""variables"": [""item0"", ""item1"", ""item2"", ""item3"", ""item4""], ""constraints"": [{""type"": ""inequality"", ""expression"": ""3*item0 + 4*item1 + 3*item2 + 1*item3 + 3*item4 <= 16"", ""penalty"": 10}], ""objective"": ""maximize: 6*item0 + 4*item1 + 1*item2 + 8*item3 + 6*item4""}"
17,Knapsack,"Select items to maximize value under weight limit. Total capacity is 16. Items: [{'id': 'item0', 'value': 3, 'weight': 4}, {'id': 'item1', 'value': 5, 'weight': 3}, {'id': 'item2', 'value': 9, 'weight': 1}, {'id': 'item3', 'value': 3, 'weight': 1}, {'id': 'item4', 'value': 5, 'weight': 5}].",True,,5.81,5.0,1.0,291,8.91,"This is an optimization problem where the goal is to maximize the objective function 3*item0 + 5*item1 + 9*item2 + 3*item3 + 5*item4. The variables in this problem are item0, item1, item2, item3, and item4. 

However, there is a constraint that must be satisfied. The sum of 4 times item0, 3 times item1, item2, item3, and 5 times item4 must be less than or equal to 16. If this constraint is not met, a penalty of 10 will be applied.",0.0496551724137931,"{""variables"": [""item0"", ""item1"", ""item2"", ""item3"", ""item4""], ""constraints"": [{""type"": ""inequality"", ""expression"": ""4*item0 + 3*item1 + item2 + item3 + 5*item4 <= 16"", ""penalty"": 10}], ""objective"": ""maximize: 3*item0 + 5*item1 + 9*item2 + 3*item3 + 5*item4""}"
18,Knapsack,"Select items to maximize value under weight limit. Total capacity is 12. Items: [{'id': 'item0', 'value': 9, 'weight': 5}, {'id': 'item1', 'value': 2, 'weight': 3}, {'id': 'item2', 'value': 3, 'weight': 4}, {'id': 'item3', 'value': 6, 'weight': 5}, {'id': 'item4', 'value': 1, 'weight': 4}].",True,,3.8,5.0,1.0,291,8.91,"This is an optimization problem where the goal is to maximize the objective function 9*item0 + 2*item1 + 3*item2 + 6*item3 + 1*item4. The variables in this problem are item0, item1, item2, item3, and item4. 

However, there is a constraint that must be satisfied: the sum of 5 times item0, 3 times item1, 4 times item2, 5 times item3, and 4 times item4 must be less than or equal to 12. If this constraint is not met, a penalty of 100 will be applied.",0.04043126684636118,"{""variables"": [""item0"", ""item1"", ""item2"", ""item3"", ""item4""], ""constraints"": [{""type"": ""inequality"", ""expression"": ""5*item0 + 3*item1 + 4*item2 + 5*item3 + 4*item4 <= 12"", ""penalty"": 100}], ""objective"": ""maximize: 9*item0 + 2*item1 + 3*item2 + 6*item3 + 1*item4""}"
19,Knapsack,"Select items to maximize value under weight limit. Total capacity is 14. Items: [{'id': 'item0', 'value': 10, 'weight': 2}, {'id': 'item1', 'value': 10, 'weight': 2}, {'id': 'item2', 'value': 7, 'weight': 4}, {'id': 'item3', 'value': 5, 'weight': 5}, {'id': 'item4', 'value': 8, 'weight': 2}].",True,,4.19,5.0,1.0,293,8.93,"This is an optimization problem where we aim to maximize the objective function, which is given by 10 times the value of item0, plus 10 times the value of item1, plus 7 times the value of item2, plus 5 times the value of item3, plus 8 times the value of item4. 

However, this maximization is subject to a constraint: twice the value of item0, plus twice the value of item1, plus four times the value of item2, plus five times the value of item3, plus twice the value of item4 must be less than or equal to 14. 

If this constraint is not met, a penalty of 100 is added to the objective function.",0.06524184476940383,"{""variables"": [""item0"", ""item1"", ""item2"", ""item3"", ""item4""], ""constraints"": [{""type"": ""inequality"", ""expression"": ""2*item0 + 2*item1 + 4*item2 + 5*item3 + 2*item4 <= 14"", ""penalty"": 100}], ""objective"": ""maximize: 10*item0 + 10*item1 + 7*item2 + 5*item3 + 8*item4""}"
20,Knapsack,"Select items to maximize value under weight limit. Total capacity is 18. Items: [{'id': 'item0', 'value': 10, 'weight': 2}, {'id': 'item1', 'value': 2, 'weight': 3}, {'id': 'item2', 'value': 2, 'weight': 2}, {'id': 'item3', 'value': 3, 'weight': 3}, {'id': 'item4', 'value': 3, 'weight': 4}].",True,,5.86,5.0,1.0,292,8.92,"The optimization problem described by this QUBO is as follows:

We have five items, labeled as item0, item1, item2, item3, and item4. Each of these items has a certain value associated with it, specifically, item0 has a value of 10, item1 has a value of 2, item2 has a value of 2, item3 has a value of 3, and item4 has a value of 3. 

The goal is to maximize the total value of the selected items. However, there is a constraint that the total weight of the selected items cannot exceed 18 units. The weights of the items are as follows: item0 weighs 2 units, item1 weighs 3 units, item2 weighs 2 units, item3 weighs 3 units, and item4 weighs 4 units.

If the weight constraint is violated, a penalty of 100 units will be subtracted from the total value.",0.0497131931166348,"{""variables"": [""item0"", ""item1"", ""item2"", ""item3"", ""item4""], ""constraints"": [{""type"": ""inequality"", ""expression"": ""2*item0 + 3*item1 + 2*item2 + 3*item3 + 4*item4 <= 18"", ""penalty"": 100}], ""objective"": ""maximize: 10*item0 + 2*item1 + 2*item2 + 3*item3 + 3*item4""}"
21,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",False,LLM Fail,4.83,,,113,1.1300000000000001,,,null
22,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",True,,4.32,5.0,2.0,113,8.13,"This is an optimization problem involving five cities, labeled as City0, City1, City2, City3, and City4. The goal of the problem is to minimize the sum of all cities.

There are two constraints in this problem. The first constraint is an equality constraint, which requires that the sum of all cities must be equal to 1. If this constraint is not met, a penalty of 100 will be applied.

The second constraint is also an equality constraint, which requires that the product of all cities must be equal to 1. If this constraint is not met, a penalty of 100 will also be applied.

In other words, we need to find a solution where only one city is selected (since their sum must be 1) and that city must be non-zero (since their product must be 1). Any solution that does not meet these conditions will be penalized.",0.021621621621621623,"{""variables"": [""City0"", ""City1"", ""City2"", ""City3"", ""City4""], ""constraints"": [{""type"": ""equality"", ""expression"": ""City0 + City1 + City2 + City3 + City4 = 1"", ""penalty"": 100}, {""type"": ""equality"", ""expression"": ""City0 * City1 * City2 * City3 * City4 = 1"", ""penalty"": 100}], ""objective"": ""minimize: City0 + City1 + City2 + City3 + City4""}"
23,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",False,LLM Fail,5.09,,,113,1.1300000000000001,,,null
24,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",True,,4.95,5.0,2.0,113,8.13,"This is an optimization problem involving five cities, labeled as City0, City1, City2, City3, and City4. The objective of the problem is to minimize the sum of the values associated with these cities.

There are two constraints in this problem. The first constraint requires that the sum of the values for all five cities must be equal to 1. If this constraint is not met, a penalty of 10 is applied.

The second constraint requires that the product of the values for each pair of adjacent cities (City0 and City1, City1 and City2, City2 and City3, City3 and City4, and City4 and City0) must be equal to 1. If this constraint is not met, a penalty of 10 is also applied.

In other words, the problem is to find the values for City0, City1, City2, City3, and City4 that minimize their sum, subject to the constraints that the sum of the values is 1 and the product of the values for each pair of adjacent cities is 1.",0.05442176870748299,"{""variables"": [""City0"", ""City1"", ""City2"", ""City3"", ""City4""], ""constraints"": [{""type"": ""equality"", ""expression"": ""City0 + City1 + City2 + City3 + City4 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""City0 * City1 + City1 * City2 + City2 * City3 + City3 * City4 + City4 * City0 = 1"", ""penalty"": 10}], ""objective"": ""minimize: City0 + City1 + City2 + City3 + City4""}"
25,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",True,,6.29,5.0,2.0,113,8.13,"This is an optimization problem involving five cities, labeled as City0, City1, City2, City3, and City4. The problem has two constraints and an objective to minimize.

The first constraint is an equality constraint, stating that the sum of all cities should be equal to 1. This means that only one city can be selected at a time.

The second constraint is also an equality constraint, stating that the sum of the product of each pair of adjacent cities should be equal to 1. This means that there should be a connection between one pair of cities.

The objective of the problem is to minimize the sum of the product of each pair of adjacent cities. This could represent, for example, minimizing the total distance or cost of traveling between one pair of cities. 

If any of the constraints are not met, a penalty of 10 will be applied.",0.02528977871443625,"{""variables"": [""City0"", ""City1"", ""City2"", ""City3"", ""City4""], ""constraints"": [{""type"": ""equality"", ""expression"": ""City0 + City1 + City2 + City3 + City4 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""City0*City1 + City1*City2 + City2*City3 + City3*City4 + City4*City0 = 1"", ""penalty"": 10}], ""objective"": ""minimize: City0*City1 + City1*City2 + City2*City3 + City3*City4 + City4*City0""}"
26,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",True,,4.24,5.0,2.0,113,8.13,"This is an optimization problem involving five cities, labeled as City0, City1, City2, City3, and City4. The goal of the problem is to minimize the sum of the variables associated with these cities. 

There are two constraints in this problem. The first constraint requires that exactly one city must be selected, meaning the sum of the variables for all cities must equal 1. If this constraint is violated, a penalty of 10 will be applied. 

The second constraint states that no two cities can be selected at the same time, which is expressed as the product of all city variables being equal to 0. If this constraint is not met, a penalty of 10 will be applied. 

In essence, this problem is asking to select one city out of the five in such a way that the total sum of the variables is minimized, and no two cities are selected simultaneously.",0.022964509394572025,"{""variables"": [""City0"", ""City1"", ""City2"", ""City3"", ""City4""], ""constraints"": [{""type"": ""equality"", ""expression"": ""City0 + City1 + City2 + City3 + City4 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""City0 * City1 * City2 * City3 * City4 = 0"", ""penalty"": 10}], ""objective"": ""minimize: City0 + City1 + City2 + City3 + City4""}"
27,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",True,,3.53,5.0,1.0,113,7.13,"This is an optimization problem with five variables, each representing a city: City0, City1, City2, City3, and City4. The goal of the problem is to minimize the sum of these variables.

There is a constraint that the sum of all these five cities must be exactly equal to 5. If this constraint is not met, a penalty of 10 will be applied to the objective function.

In more practical terms, this could represent a problem where we want to select exactly 5 cities (out of these 5 cities) in such a way that the total cost (or any other quantity represented by the city variables) is minimized.",0.028409090909090908,"{""variables"": [""City0"", ""City1"", ""City2"", ""City3"", ""City4""], ""constraints"": [{""type"": ""equality"", ""expression"": ""City0 + City1 + City2 + City3 + City4 = 5"", ""penalty"": 10}], ""objective"": ""minimize: City0 + City1 + City2 + City3 + City4""}"
