Index,Case,Prompt,Success,Failure Type,Latency (s),Num Variables,Num Constraints,Prompt Length,Complexity Score,Reverse Prompt,Fidelity
13,Knapsack,"Select items to maximize value under weight limit. Total capacity is 12. Items: [{'id': 'item0', 'value': 9, 'weight': 5}, {'id': 'item1', 'value': 4, 'weight': 2}, {'id': 'item2', 'value': 8, 'weight': 5}, {'id': 'item3', 'value': 4, 'weight': 4}, {'id': 'item4', 'value': 6, 'weight': 2}].",True,,2.66,5.0,6.0,291,13.91,"You have a set of five items (item0, item1, item2, item3, item4) with associated weights. There are constraints on the total weight of the items and penalties for violating these constraints. The goal is to maximize a linear combination of the weights of the items.

The optimization problem can be described as follows:
Maximize the total value by selecting items in such a way that the total weight does not exceed certain limits. Each item has a weight, and there are penalties for selecting an item. The objective is to maximize the total value of the selected items while staying within the weight limits and minimizing penalties.",0.056155507559395246
14,Knapsack,"Select items to maximize value under weight limit. Total capacity is 17. Items: [{'id': 'item0', 'value': 9, 'weight': 5}, {'id': 'item1', 'value': 5, 'weight': 2}, {'id': 'item2', 'value': 9, 'weight': 4}, {'id': 'item3', 'value': 3, 'weight': 4}, {'id': 'item4', 'value': 7, 'weight': 4}].",True,,2.08,5.0,1.0,291,8.91,"We want to maximize the total value obtained by selecting items from a set of five items. Each item has a specific value associated with it. The total weight of the selected items must not exceed 17 units.

The objective is to maximize the total value, which is calculated as follows:
- item0 has a value of 9
- item1 has a value of 5
- item2 has a value of 9
- item3 has a value of 3
- item4 has a value of 7

There is a constraint that limits the total weight of the selected items:
- 5*item0 + 2*item1 + 4*item2 + 4*item3 + 4*item4 <= 17

If the weight constraint is violated, a penalty of 1000 is incurred.",0.06437291897891231
15,Knapsack,"Select items to maximize value under weight limit. Total capacity is 20. Items: [{'id': 'item0', 'value': 10, 'weight': 4}, {'id': 'item1', 'value': 4, 'weight': 5}, {'id': 'item2', 'value': 10, 'weight': 1}, {'id': 'item3', 'value': 9, 'weight': 1}, {'id': 'item4', 'value': 8, 'weight': 5}].",True,,1.3,5.0,1.0,293,8.93,"We want to maximize the total value of a set of five items, denoted as item0, item1, item2, item3, and item4. Each item has a specific value associated with it: item0 has a value of 10, item1 has a value of 4, item2 has a value of 10, item3 has a value of 9, and item4 has a value of 8.

However, there is a constraint that the total weight of the selected items cannot exceed 20 units. The weight of each item is as follows: item0 weighs 4 units, item1 weighs 5 units, item2 weighs 1 unit, item3 weighs 1 unit, and item4 weighs 5 units.

The goal is to select a combination of items that maximizes the total value while ensuring that the total weight does not exceed 20 units.",0.06391752577319587
16,Knapsack,"Select items to maximize value under weight limit. Total capacity is 16. Items: [{'id': 'item0', 'value': 6, 'weight': 3}, {'id': 'item1', 'value': 4, 'weight': 4}, {'id': 'item2', 'value': 1, 'weight': 3}, {'id': 'item3', 'value': 8, 'weight': 1}, {'id': 'item4', 'value': 6, 'weight': 3}].",True,,0.98,5.0,1.0,291,8.91,"We have a set of five items: item0, item1, item2, item3, and item4. 

We want to maximize the expression 6*item0 + 4*item1 + item2 + 8*item3 + 6*item4, subject to the constraint that 3*item0 + 4*item1 + 3*item2 + item3 + 3*item4 is less than or equal to 16. If this constraint is violated, a penalty of 1000 will be incurred.

Our goal is to find the values for these items that maximize the objective function while satisfying the given constraint.",0.07567567567567568
17,Knapsack,"Select items to maximize value under weight limit. Total capacity is 16. Items: [{'id': 'item0', 'value': 3, 'weight': 4}, {'id': 'item1', 'value': 5, 'weight': 3}, {'id': 'item2', 'value': 9, 'weight': 1}, {'id': 'item3', 'value': 3, 'weight': 1}, {'id': 'item4', 'value': 5, 'weight': 5}].",True,,2.15,5.0,1.0,291,8.91,"We are trying to maximize a profit function that depends on five items (item0, item1, item2, item3, item4). The profit is calculated as 3 times the value of item0 plus 5 times the value of item1 plus 9 times the value of item2 plus 3 times the value of item3 plus 5 times the value of item4.

There is a constraint that the total weight of the items cannot exceed 16 units. The weight is calculated as 4 times the value of item0 plus 3 times the value of item1 plus the value of item2 plus the value of item3 plus 5 times the value of item4.

The goal is to find the values for each item that maximize the profit while satisfying the weight constraint.",0.09544008483563096
18,Knapsack,"Select items to maximize value under weight limit. Total capacity is 12. Items: [{'id': 'item0', 'value': 9, 'weight': 5}, {'id': 'item1', 'value': 2, 'weight': 3}, {'id': 'item2', 'value': 3, 'weight': 4}, {'id': 'item3', 'value': 6, 'weight': 5}, {'id': 'item4', 'value': 1, 'weight': 4}].",True,,1.46,5.0,1.0,291,8.91,"We are trying to maximize a linear objective function, which is a combination of different coefficients multiplied by the variables item0, item1, item2, item3, and item4. 

We have one constraint that needs to be satisfied, which is that the sum of 5 times item0, 3 times item1, 4 times item2, 5 times item3, and 4 times item4 must be less than or equal to 12. If this constraint is violated, a penalty of 1000 will be incurred.

Our goal is to find values for item0, item1, item2, item3, and item4 that maximize the expression 9*item0 + 2*item1 + 3*item2 + 6*item3 + 1*item4, while still satisfying the given constraint.",0.07894736842105263
19,Knapsack,"Select items to maximize value under weight limit. Total capacity is 14. Items: [{'id': 'item0', 'value': 10, 'weight': 2}, {'id': 'item1', 'value': 10, 'weight': 2}, {'id': 'item2', 'value': 7, 'weight': 4}, {'id': 'item3', 'value': 5, 'weight': 5}, {'id': 'item4', 'value': 8, 'weight': 2}].",True,,1.12,5.0,1.0,293,8.93,"We have a problem where we need to maximize a certain objective function. We have five items (item0, item1, item2, item3, item4) that we can choose from. The objective is to maximize the expression 10*item0 + 10*item1 + 7*item2 + 5*item3 + 8*item4.

However, we have a constraint that needs to be satisfied. The constraint is that the expression 2*item0 + 2*item1 + 4*item2 + 5*item3 + 2*item4 must be less than or equal to 14. If this constraint is violated, a penalty of 1000 will be incurred.

Therefore, the optimization problem is to select the items in such a way that the objective function is maximized while ensuring that the constraint is not violated.",0.06282722513089005
20,Knapsack,"Select items to maximize value under weight limit. Total capacity is 18. Items: [{'id': 'item0', 'value': 10, 'weight': 2}, {'id': 'item1', 'value': 2, 'weight': 3}, {'id': 'item2', 'value': 2, 'weight': 2}, {'id': 'item3', 'value': 3, 'weight': 3}, {'id': 'item4', 'value': 3, 'weight': 4}].",True,,1.36,5.0,2.0,292,9.92,"You are given a set of five items: item0, item1, item2, item3, and item4. There are two constraints in this problem. The first constraint is that the expression 2*item0 + 3*item1 + 2*item2 + 3*item3 + 4*item4 must be less than or equal to a penalty of 1000. The second constraint is the same as the first one. 

The goal is to maximize the objective function, which is defined as 10*item0 + 2*item1 + 2*item2 + 3*item3 + 3*item4. 

Therefore, the optimization problem is to find the values for item0, item1, item2, item3, and item4 that maximize the objective function while satisfying the given constraints.",0.035555555555555556
21,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",False,LLM Fail,3.89,,,113,1.1300000000000001,,
22,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",False,LLM Fail,4.1,,,113,1.1300000000000001,,
23,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",False,LLM Fail,3.99,,,113,1.1300000000000001,,
24,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",False,LLM Fail,3.99,,,113,1.1300000000000001,,
25,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",False,LLM Fail,4.71,,,113,1.1300000000000001,,
26,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",False,LLM Fail,4.71,,,113,1.1300000000000001,,
27,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",False,LLM Fail,5.73,,,113,1.1300000000000001,,
28,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",False,LLM Fail,4.81,,,113,1.1300000000000001,,
29,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",False,LLM Fail,4.53,,,113,1.1300000000000001,,
30,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",False,LLM Fail,3.87,,,113,1.1300000000000001,,
31,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",False,LLM Fail,3.82,,,113,1.1300000000000001,,
32,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",False,LLM Fail,6.74,,,113,1.1300000000000001,,
33,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",False,LLM Fail,3.95,,,113,1.1300000000000001,,
34,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",False,LLM Fail,4.13,,,113,1.1300000000000001,,
35,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",False,LLM Fail,3.59,,,113,1.1300000000000001,,
36,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",False,LLM Fail,5.08,,,113,1.1300000000000001,,
37,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",False,LLM Fail,4.58,,,113,1.1300000000000001,,
38,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",False,LLM Fail,5.81,,,113,1.1300000000000001,,
39,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",False,LLM Fail,4.54,,,113,1.1300000000000001,,
40,TSP,"Find shortest route visiting each city once and returning. Cities: ['City0', 'City1', 'City2', 'City3', 'City4'].",False,LLM Fail,5.8,,,113,1.1300000000000001,,
41,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person4', 'Person1'], ['Person1', 'Person2']] together.",True,,1.55,4.0,6.0,123,11.23,"The optimization problem aims to minimize a function with four variables, x1, x2, x3, and x4. The objective is to minimize this function. There are six constraints in the problem, each representing an inequality. These constraints penalize the objective function with a penalty of 1000 if they are violated. The constraints are as follows:
1. x1 + x2 <= 1
2. x1 + x3 <= 1
3. x1 + x4 <= 1
4. x2 + x3 <= 1
5. x2 + x4 <= 1
6. x3 + x4 <= 1

The goal is to find values for x1, x2, x3, and x4 that minimize the objective function while satisfying all of the given constraints.",0.05194805194805195
42,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person1', 'Person2'], ['Person0', 'Person3']] together.",True,,1.33,4.0,4.0,123,9.23,"The optimization problem aims to minimize the objective function subject to the following constraints:

1. The sum of variables x0 and x1 should be less than or equal to 1 with a penalty of 1000.
2. The sum of variables x0 and x3 should be less than or equal to 1 with a penalty of 1000.
3. The sum of variables x1 and x2 should be less than or equal to 1 with a penalty of 1000.
4. The sum of variables x2 and x3 should be less than or equal to 1 with a penalty of 1000.

The goal is to find values for variables x0, x1, x2, and x3 that minimize the objective function, which in this case is set to 0.",0.03586206896551724
43,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person0', 'Person4'], ['Person3', 'Person4']] together.",True,,1.61,5.0,2.0,123,8.23,"We want to find values for variables \( x_0, x_1, x_2, x_3, x_4 \) that minimize the objective function. The objective function is to minimize the value of 0.

We have two constraints:
1. \( x_0 + x_4 \leq 1 \) with a penalty of 1000.
2. \( x_3 + x_4 \leq 1 \) with a penalty of 1000.

Our goal is to find values for the variables that satisfy these constraints while minimizing the objective function.",0.06095238095238095
44,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person2', 'Person0'], ['Person4', 'Person0']] together.",True,,1.03,5.0,2.0,123,8.23,"We want to minimize a function with five variables: x0, x1, x2, x3, and x4. 

There are two constraints:
1. The sum of x0 and x1 should be less than or equal to 1, with a penalty of 1000 for violation.
2. The sum of x0 and x4 should be less than or equal to 1, with a penalty of 1000 for violation.

The objective is to minimize the function value, which is 0.",0.062111801242236024
45,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person2', 'Person1'], ['Person4', 'Person1']] together.",True,,1.12,4.0,2.0,123,7.23,"We want to minimize a function with four variables, \(x_1\), \(x_2\), \(x_3\), and \(x_4\). There are two constraints: 
1. The sum of \(x_1\) and \(x_2\) must be less than or equal to 1, with a penalty of 1000 for violating this constraint.
2. The sum of \(x_1\) and \(x_4\) must be less than or equal to 1, with a penalty of 1000 for violating this constraint.

The objective is to minimize the function, with no specific expression given.",0.07104795737122557
46,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person0', 'Person3'], ['Person0', 'Person1']] together.",True,,0.93,4.0,2.0,123,7.23,"We want to minimize a function with four variables, \(x_0\), \(x_1\), \(x_2\), and \(x_3\). We have two constraints: 
1. \(x_0 + x_3 \leq 1\) with a penalty of 1000 if violated.
2. \(x_0 + x_1 \leq 1\) with a penalty of 1000 if violated.

The objective is to minimize the function.",0.019801980198019802
47,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person0', 'Person1'], ['Person0', 'Person2']] together.",True,,1.02,3.0,2.0,123,6.23,"We have three variables, \(x_0\), \(x_1\), and \(x_2\), and two constraints. The first constraint is that the sum of \(x_0\) and \(x_1\) should be less than or equal to 1 with a penalty of 1000 for violation. The second constraint is that the sum of \(x_0\) and \(x_2\) should be less than or equal to 1 with a penalty of 1000 for violation. 

The objective is to minimize the value of the QUBO.",0.02702702702702703
48,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person1', 'Person4'], ['Person3', 'Person1']] together.",True,,1.35,4.0,2.0,123,7.23,"We have a minimization problem with four variables: x1, x2, x3, and x4. The goal is to minimize the objective function, which is set to 0.

There are two constraints in the problem:
1. x1 + x4 <= 1 with a penalty of 1000.
2. x3 + x1 <= 1 with a penalty of 1000.

The problem is to find values for the variables x1, x2, x3, and x4 that minimize the objective function while satisfying the given constraints.",0.04158790170132325
49,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person1', 'Person0'], ['Person2', 'Person3']] together.",True,,2.56,4.0,2.0,123,7.23,"We want to minimize a function with four variables, \(x_0\), \(x_1\), \(x_2\), and \(x_3\), subject to the following constraints:

1. \(x_0 + x_1 \leq 1\) with a penalty of 1000 if violated.
2. \(x_2 + x_3 \leq 1\) with a penalty of 1000 if violated.

The objective is to minimize the function.",0.0815347721822542
50,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person4', 'Person3'], ['Person0', 'Person3']] together.",True,,2.28,5.0,6.0,123,12.23,"The optimization problem aims to minimize a cost function with five variables: x0, x1, x2, x3, and x4. The objective is to minimize this cost function. There are six constraints in the problem, each imposing an inequality restriction on the sum of two variables being less than or equal to 1. Each constraint violation incurs a penalty of 1000.",0.021413276231263382
51,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person0', 'Person1'], ['Person2', 'Person0']] together.",True,,1.32,3.0,2.0,123,6.23,"We want to find values for three variables, let's call them \( x_0 \), \( x_1 \), and \( x_2 \), that minimize a certain objective function. We have two constraints that must be satisfied: 

1. The sum of \( x_0 \) and \( x_1 \) must be less than or equal to 1.
2. The sum of \( x_2 \) and \( x_0 \) must be less than or equal to 1.

We want to minimize the objective function, which in this case is simply 0.",0.07894736842105263
52,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person0', 'Person1'], ['Person4', 'Person2']] together.",True,,1.46,5.0,2.0,123,8.23,"We want to minimize a function with five variables: x0, x1, x2, x3, and x4. We have two constraints that must be satisfied with a penalty of 1000 each. The first constraint is that the sum of x0 and x1 must be less than or equal to 1. The second constraint is that the sum of x4 and x2 must be less than or equal to 1. The objective is to minimize the function.",0.06611570247933884
53,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person0', 'Person1'], ['Person2', 'Person1']] together.",True,,2.59,3.0,2.0,123,6.23,"We want to minimize a function with three variables, \(x_0\), \(x_1\), and \(x_2\). There are two constraints: 
1. The sum of \(x_0\) and \(x_1\) must be less than or equal to 1, with a penalty of 1000 for violating this constraint.
2. The sum of \(x_2\) and \(x_1\) must be less than or equal to 1, with a penalty of 1000 for violating this constraint.

The objective is to minimize the function, with no specific expression given.",0.07207207207207207
54,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person4', 'Person0'], ['Person2', 'Person0']] together.",True,,1.12,5.0,2.0,123,8.23,"We want to find values for variables \( x_0, x_1, x_2, x_3, x_4 \) that minimize the objective function. The objective is to minimize the value of 0.

We have two constraints:
1. \( x_0 + x_1 \leq 1 \) with a penalty of 1000.
2. \( x_2 + x_0 \leq 1 \) with a penalty of 1000.

The goal is to assign values to the variables that satisfy the constraints while minimizing the objective function.",0.05048543689320388
55,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person4', 'Person3'], ['Person3', 'Person0']] together.",True,,2.61,5.0,5.0,123,11.23,"We are given a set of variables {x0, x1, x2, x3, x4} and a set of constraints. Each constraint is an inequality expression with a penalty associated with it. The constraints are:
1. x0 + x1 ≤ 1
2. x1 + x2 ≤ 1
3. x2 + x3 ≤ 1
4. x3 + x4 ≤ 1
5. x4 + x0 ≤ 1

The objective is to minimize the sum of the variables: x0 + x1 + x2 + x3 + x4.",0.03508771929824561
56,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person1', 'Person2'], ['Person1', 'Person2']] together.",True,,1.65,4.0,6.0,123,11.23,"We are trying to minimize the expression \(1000x1 + 1000x2 + 1000x3 + 1000x4\), subject to the following constraints:

1. \(x1 + x2 \leq 1\)
2. \(x1 + x3 \leq 1\)
3. \(x1 + x4 \leq 1\)
4. \(x2 + x3 \leq 1\)
5. \(x2 + x4 \leq 1\)
6. \(x3 + x4 \leq 1\)

The goal is to find values for \(x1\), \(x2\), \(x3\), and \(x4\) that minimize the objective function while satisfying all the constraints.",0.04271844660194175
