Index,Case,Prompt,Success,Failure Type,Latency (s),Num Variables,Num Constraints,Prompt Length,Complexity Score,Reverse Prompt,Fidelity
11,Knapsack,"Select items to maximize value under weight limit. Total capacity is 15. Items: [{'id': 'item0', 'value': 9, 'weight': 4}, {'id': 'item1', 'value': 3, 'weight': 3}, {'id': 'item2', 'value': 5, 'weight': 2}, {'id': 'item3', 'value': 7, 'weight': 5}, {'id': 'item4', 'value': 9, 'weight': 1}].",True,,4.61,5,1,291,8.91,"In this optimization problem, you are tasked with selecting a combination of items (item0, item1, item2, item3, item4) to maximize the total value, while adhering to a specific constraint on the total weight of the selected items.

**Objective:**
Maximize the total value of the items selected. The value of each item is as follows:
- item0 has a value of 9,
- item1 has a value of 3,
- item2 has a value of 5,
- item3 has a value of 7,
- item4 has a value of 9.

**Constraint:**
The total weight of the items selected must not exceed 15 units. The weights of the items are:
- item0 weighs 4 units,
- item1 weighs 3 units,
- item2 weighs 2 units,
- item3 weighs 5 units,
- item4 weighs 1 unit.

If the total weight of the selected items exceeds 15 units, a penalty of 100 units will be subtracted from the objective value.

**Variables:**
Each item (item0 to item4) can either be selected (1) or not selected (0).

**Goal:**
Choose a combination of these items such that the total value is maximized without the total weight exceeding 15 units.",0.0449438202247191
12,Knapsack,"Select items to maximize value under weight limit. Total capacity is 15. Items: [{'id': 'item0', 'value': 8, 'weight': 4}, {'id': 'item1', 'value': 7, 'weight': 1}, {'id': 'item2', 'value': 1, 'weight': 5}, {'id': 'item3', 'value': 10, 'weight': 2}, {'id': 'item4', 'value': 2, 'weight': 5}].",True,,5.07,5,1,292,8.92,"The optimization problem described involves selecting a combination of items (item0, item1, item2, item3, item4) to maximize the total value, while adhering to a specific constraint on the total weight of the selected items.

**Objective:**
The goal is to maximize the total value of the selected items. The values associated with each item are as follows:
- item0 has a value of 8,
- item1 has a value of 7,
- item2 has a value of 1,
- item3 has a value of 10,
- item4 has a value of 2.

The objective function to maximize is:
\[ \text{Maximize} \quad 8 \times \text{item0} + 7 \times \text{item1} + 1 \times \text{item2} + 10 \times \text{item3} + 2 \times \text{item4} \]

**Constraints:**
There is a constraint on the total weight of the items that can be selected, which must not exceed 15. The weights of the items are:
- item0 weighs 4,
- item1 weighs 1,
- item2 weighs 5,
- item3 weighs 2,
- item4 weighs 5.

The constraint is expressed as:
\[ 4 \times \text{item0} + 1 \times \text{item1} + 5 \times \text{item2} + 2 \times \text{item3} + 5 \times \text{item4} \leq 15 \]

If this constraint is violated (i.e., the total weight exceeds 15), a penalty of 100 is applied, which significantly reduces the overall objective value, making such solutions less desirable.

**Variables:**
Each item variable (item0, item1, item2, item3, item4) can take a value of either 0 or 1, where 1 indicates the item is selected and 0 indicates it is not.

**Summary:**
The task is to select a subset of items such that the total value is maximized without exceeding a total weight of 15. This is a typical knapsack problem where each item has a specific weight and value, and the objective is to find the combination of items that provides the highest value without breaching the weight limit.",0.024084778420038536
13,Knapsack,"Select items to maximize value under weight limit. Total capacity is 12. Items: [{'id': 'item0', 'value': 9, 'weight': 5}, {'id': 'item1', 'value': 4, 'weight': 2}, {'id': 'item2', 'value': 8, 'weight': 5}, {'id': 'item3', 'value': 4, 'weight': 4}, {'id': 'item4', 'value': 6, 'weight': 2}].",True,,5.33,5,1,291,8.91,"In this optimization problem, you are tasked with selecting a combination of items (item0, item1, item2, item3, item4) to maximize the total value while adhering to a specific constraint on the total weight of the items selected.

**Objective:**
Maximize the total value of the items selected. The values of the items are as follows:
- item0 has a value of 9.
- item1 has a value of 4.
- item2 has a value of 8.
- item3 has a value of 4.
- item4 has a value of 6.

The goal is to find the combination of these items that gives the highest total value.

**Constraint:**
The total weight of the items selected must not exceed 12 units. The weights of the items are:
- item0 weighs 5 units.
- item1 weighs 2 units.
- item2 weighs 5 units.
- item3 weighs 4 units.
- item4 weighs 2 units.

If the total weight exceeds 12 units, a penalty of 100 units will be subtracted from the total value.

**Variables:**
Each item can either be selected (1) or not selected (0). These are binary decisions for each item (item0, item1, item2, item3, item4).

**Task:**
Determine the binary values (0 or 1) for item0, item1, item2, item3, and item4 such that the total value is maximized without the total weight exceeding 12 units.",0.03592814371257485
14,Knapsack,"Select items to maximize value under weight limit. Total capacity is 17. Items: [{'id': 'item0', 'value': 9, 'weight': 5}, {'id': 'item1', 'value': 5, 'weight': 2}, {'id': 'item2', 'value': 9, 'weight': 4}, {'id': 'item3', 'value': 3, 'weight': 4}, {'id': 'item4', 'value': 7, 'weight': 4}].",True,,4.63,5,1,291,8.91,"This optimization problem involves five binary variables: item0, item1, item2, item3, and item4. Each of these variables can either be 0 or 1.

**Objective:**
The goal is to maximize the value of the expression:
- 9 * item0 + 5 * item1 + 9 * item2 + 3 * item3 + 7 * item4.

This expression assigns different weights to each item, indicating their respective contributions to the total value. The objective is to select a combination of items (by setting their corresponding variables to 1) that maximizes this total value.

**Constraint:**
There is a constraint on the total weight of the items selected:
- The sum of 5 * item0 + 2 * item1 + 4 * item2 + 4 * item3 + 4 * item4 must be less than or equal to 17.

This constraint limits the total weight of the items that can be selected, ensuring that the combination of items chosen does not exceed a weight limit of 17.

**Penalty:**
If the constraint is violated (i.e., the total weight exceeds 17), a penalty of 100 is applied. This penalty is subtracted from the objective value, making such solutions less desirable.

**Summary:**
The task is to choose a combination of items (from item0 to item4) such that their total weight does not exceed 17, while their combined value, as calculated by the objective function, is maximized. The presence of a high penalty for violating the weight constraint ensures that solutions exceeding the weight limit are avoided unless they offer a significantly higher value even after the penalty is applied.",0.05378151260504202
15,Knapsack,"Select items to maximize value under weight limit. Total capacity is 20. Items: [{'id': 'item0', 'value': 10, 'weight': 4}, {'id': 'item1', 'value': 4, 'weight': 5}, {'id': 'item2', 'value': 10, 'weight': 1}, {'id': 'item3', 'value': 9, 'weight': 1}, {'id': 'item4', 'value': 8, 'weight': 5}].",True,,4.32,5,1,293,8.93,"In this optimization problem, you have five items labeled as item0, item1, item2, item3, and item4. Each item can either be selected (represented as 1) or not selected (represented as 0). The goal is to maximize the total value of the selected items while adhering to certain constraints.

**Objective:**
- Maximize the total value of the selected items. The values of the items are as follows:
  - item0 has a value of 10.
  - item1 has a value of 4.
  - item2 has a value of 10.
  - item3 has a value of 9.
  - item4 has a value of 8.

**Constraints:**
- The total weight of the selected items must not exceed 20. The weights of the items are:
  - item0 weighs 4 units.
  - item1 weighs 5 units.
  - item2 weighs 1 unit.
  - item3 weighs 1 unit.
  - item4 weighs 5 units.
- If the total weight exceeds 20, a penalty of 100 units will be applied to the objective value.

The problem requires you to select a combination of these items such that the total value is maximized without the total weight exceeding 20. If the weight limit is exceeded, the penalty will significantly reduce the overall score, making it less likely to be the optimal solution.",0.04564315352697095
16,Knapsack,"Select items to maximize value under weight limit. Total capacity is 16. Items: [{'id': 'item0', 'value': 6, 'weight': 3}, {'id': 'item1', 'value': 4, 'weight': 4}, {'id': 'item2', 'value': 1, 'weight': 3}, {'id': 'item3', 'value': 8, 'weight': 1}, {'id': 'item4', 'value': 6, 'weight': 3}].",True,,3.27,5,1,291,8.91,"The optimization problem described in the JSON involves selecting a combination of items (item0, item1, item2, item3, item4) to maximize a certain objective while adhering to a specified constraint.

**Objective:**
The goal is to maximize the total value derived from the items. The value of each item is given as follows:
- item0 has a value of 6,
- item1 has a value of 4,
- item2 has a value of 1,
- item3 has a value of 8,
- item4 has a value of 6.

The objective function can be expressed as:
\[ \text{Maximize } 6 \times \text{item0} + 4 \times \text{item1} + 1 \times \text{item2} + 8 \times \text{item3} + 6 \times \text{item4} \]

**Constraints:**
There is a constraint on the total weight (or some other resource) that the selected items can consume:
- item0 consumes 3 units,
- item1 consumes 4 units,
- item2 consumes 3 units,
- item3 consumes 1 unit,
- item4 consumes 3 units.

The total consumption of these units must not exceed 16 units. This constraint can be mathematically expressed as:
\[ 3 \times \text{item0} + 4 \times \text{item1} + 3 \times \text{item2} + 1 \times \text{item3} + 3 \times \text{item4} \leq 16 \]

If this constraint is violated, a penalty of 100 units is applied, which significantly reduces the objective value, making it undesirable to exceed this resource limit.

**Summary:**
The task is to choose whether to include each of the five items in a way that maximizes the total value without exceeding the total allowed consumption of 16 units. Each item can either be included (represented by 1) or excluded (represented by 0). The solution involves finding the optimal combination of these binary decisions to achieve the highest possible total value while respecting the resource constraint.",0.04736063147508633
17,Knapsack,"Select items to maximize value under weight limit. Total capacity is 16. Items: [{'id': 'item0', 'value': 3, 'weight': 4}, {'id': 'item1', 'value': 5, 'weight': 3}, {'id': 'item2', 'value': 9, 'weight': 1}, {'id': 'item3', 'value': 3, 'weight': 1}, {'id': 'item4', 'value': 5, 'weight': 5}].",True,,3.85,5,1,291,8.91,"In this optimization problem, we have five binary variables: item0, item1, item2, item3, and item4. Each of these variables can either be 0 or 1. The goal is to determine the values of these variables to maximize the objective function while satisfying the given constraints.

**Objective Function:**
The objective is to maximize the value of the expression:
\[ 3 \times \text{item0} + 5 \times \text{item1} + 9 \times \text{item2} + 3 \times \text{item3} + 5 \times \text{item4} \]
This means we want to choose values for item0 through item4 such that the sum of their weighted values is as large as possible.

**Constraint:**
There is one constraint in the problem:
\[ 4 \times \text{item0} + 3 \times \text{item1} + \text{item2} + \text{item3} + 5 \times \text{item4} \leq 16 \]
This inequality must be satisfied, meaning the weighted sum of the items must not exceed 16.

**Penalty:**
If the constraint is violated, a penalty of 100 will be applied. This penalty significantly impacts the objective function, making it crucial to satisfy the constraint to achieve a high objective value.

In summary, the task is to select values for item0, item1, item2, item3, and item4 such that their weighted sum (according to the objective function) is maximized, but the total weighted sum (according to the constraint) does not exceed 16. The challenge is to balance the maximization of the objective function against the need to stay within the constraint limit.",0.04230989136649514
18,Knapsack,"Select items to maximize value under weight limit. Total capacity is 12. Items: [{'id': 'item0', 'value': 9, 'weight': 5}, {'id': 'item1', 'value': 2, 'weight': 3}, {'id': 'item2', 'value': 3, 'weight': 4}, {'id': 'item3', 'value': 6, 'weight': 5}, {'id': 'item4', 'value': 1, 'weight': 4}].",True,,5.02,5,1,291,8.91,"In this optimization problem, we are dealing with five binary variables: item0, item1, item2, item3, and item4. Each of these variables can either be 0 or 1.

**Objective:**
The goal is to maximize the value of the expression:
- \(9 \times \text{item0} + 2 \times \text{item1} + 3 \times \text{item2} + 6 \times \text{item3} + 1 \times \text{item4}\).

This expression assigns different weights or values to each item, and the objective is to select a combination of these items (by setting the variables to 1) that results in the highest total value.

**Constraint:**
However, there is a constraint on the total weight of the items that can be selected:
- \(5 \times \text{item0} + 3 \times \text{item1} + 4 \times \text{item2} + 5 \times \text{item3} + 4 \times \text{item4} \leq 12\).

This constraint means that the weighted sum of the selected items must not exceed 12. Each item has a different weight, and the sum of the weights of the items selected must stay within this limit.

**Penalty:**
If the constraint is violated (i.e., the sum of the weights exceeds 12), a penalty of 10 units is applied. This penalty is subtracted from the objective value, making it less desirable to violate the constraint.

**Summary:**
The task is to choose a combination of the items (item0 to item4) such that the total value is maximized while ensuring that the total weight does not exceed 12. If the weight limit is exceeded, the overall value score will be penalized, making it crucial to balance the selection of items carefully.",0.0352035203520352
19,Knapsack,"Select items to maximize value under weight limit. Total capacity is 14. Items: [{'id': 'item0', 'value': 10, 'weight': 2}, {'id': 'item1', 'value': 10, 'weight': 2}, {'id': 'item2', 'value': 7, 'weight': 4}, {'id': 'item3', 'value': 5, 'weight': 5}, {'id': 'item4', 'value': 8, 'weight': 2}].",True,,6.17,5,1,293,8.93,"In this optimization problem, we are given five items, labeled as item0, item1, item2, item3, and item4. Each of these items can either be selected (represented by the value 1) or not selected (represented by the value 0).

**Objective:**
The goal is to maximize the total value of the selected items. The values assigned to each item are as follows:
- item0 has a value of 10,
- item1 has a value of 10,
- item2 has a value of 7,
- item3 has a value of 5,
- item4 has a value of 8.

Thus, the objective function to maximize is:
\[ 10 \times \text{item0} + 10 \times \text{item1} + 7 \times \text{item2} + 5 \times \text{item3} + 8 \times \text{item4} \]

**Constraints:**
There is a constraint on the total weight of the items that can be selected. The weights of the items are:
- item0 weighs 2 units,
- item1 weighs 2 units,
- item2 weighs 4 units,
- item3 weighs 5 units,
- item4 weighs 2 units.

The total weight of the selected items must not exceed 14 units. This constraint is formulated as:
\[ 2 \times \text{item0} + 2 \times \text{item1} + 4 \times \text{item2} + 5 \times \text{item3} + 2 \times \text{item4} \leq 14 \]

If this constraint is violated, a penalty of 100 units is applied, which significantly impacts the objective function, thereby discouraging solutions that exceed the weight limit.

**Summary:**
The task is to select a combination of these items such that the total value is maximized while ensuring that the total weight does not exceed 14 units. The selection of each item is binary (either 0 or 1), and exceeding the weight limit results in a heavy penalty, reducing the overall score of the solution.",0.03939865215137377
20,Knapsack,"Select items to maximize value under weight limit. Total capacity is 18. Items: [{'id': 'item0', 'value': 10, 'weight': 2}, {'id': 'item1', 'value': 2, 'weight': 3}, {'id': 'item2', 'value': 2, 'weight': 2}, {'id': 'item3', 'value': 3, 'weight': 3}, {'id': 'item4', 'value': 3, 'weight': 4}].",True,,6.01,5,1,292,8.92,"In this optimization problem, you are tasked with selecting a combination of items (item0, item1, item2, item3, and item4) to maximize your total score, while adhering to a specific constraint on the total weight of the items selected.

**Objective:**
Maximize the total score calculated as:
- 10 points for each unit of item0 selected,
- 2 points for each unit of item1 selected,
- 2 points for each unit of item2 selected,
- 3 points for each unit of item3 selected,
- 3 points for each unit of item4 selected.

**Constraint:**
The total weight of the items selected must not exceed 18 units. The weights are:
- 2 units for each item0,
- 3 units for each item1,
- 2 units for each item2,
- 3 units for each item3,
- 4 units for each item4.

If this weight constraint is violated, a penalty of 100 points will be subtracted from the total score.

Your goal is to choose the quantity of each item (where each item can be either 0 or 1, assuming binary decision variables) such that the total score is maximized without exceeding the weight limit of 18 units.",0.06814814814814815
